"","x"
"1",2.09024879147656
"2",-6.88814880312496
"3",5.30451628440296
"4",-3.6681065145877
"5",-2.95113204210238
"6",5.82519376499004
"7",-1.36548607621211
"8",-10.9416157706785
"9",-10.9416157706785
"10",-2.47067502679022
"11",11.8520603149804
"12",3.2315328314636
"13",2.09024879147656
"14",-2.47067502679022
"15",-10.9416157706785
"16",-3.6681065145877
"17",3.2315328314636
"18",-6.88814880312496
"19",-0.716279280383926
"20",-6.88814880312496
"21",3.2315328314636
"22",-0.716279280383926
"23",1.64522904007179
"24",-1.36548607621211
"25",-0.716279280383926
"26",-6.88814880312496
"27",1.64522904007179
"28",3.2315328314636
"29",-6.88814880312496
"30",3.2315328314636
"31",1.64522904007179
"32",-2.95113204210238
"33",-3.58246871905927
"34",-3.58246871905927
"35",-1.36548607621211
"36",-0.716279280383926
"37",-1.36548607621211
"38",-1.36548607621211
"39",-1.36548607621211
"40",-6.88814880312496
"41",-2.95113204210238
"42",-2.95113204210238
"43",-6.88814880312496
"44",-1.36548607621211
"45",6.75843626260236
"46",1.64522904007179
"47",-3.58246871905927
"48",-3.6681065145877
"49",-6.88814880312496
"50",5.30451628440296
"51",-0.716279280383926
"52",-6.88814880312496
"53",1.64522904007179
"54",3.2315328314636
"55",-10.9416157706785
"56",-6.33301185182921
"57",3.2315328314636
"58",1.46516935470372
"59",3.2315328314636
"60",-1.36548607621211
"61",-6.88814880312496
"62",-6.88814880312496
"63",0.540831767060775
"64",-2.47067502679022
"65",-2.38688607723642
"66",6.75843626260236
"67",3.2315328314636
"68",-0.716279280383926
"69",-6.88814880312496
"70",3.2315328314636
"71",-10.9416157706785
"72",-6.88814880312496
"73",5.82519376499004
"74",-3.6681065145877
"75",-10.9416157706785
"76",-0.716279280383926
"77",1.46516935470372
"78",-6.33301185182921
"79",-2.95113204210238
"80",-0.716279280383926
"81",2.09024879147656
"82",1.64522904007179
"83",3.2315328314636
"84",-3.58246871905927
"85",1.64522904007179
"86",-10.9416157706785
"87",-6.88814880312496
"88",-3.58246871905927
"89",6.75843626260236
"90",-1.36548607621211
"91",1.46516935470372
"92",1.64522904007179
"93",-10.9416157706785
"94",2.5905917502524
"95",-6.33301185182921
"96",-0.716279280383926
"97",5.30451628440296
"98",5.30451628440296
"99",2.5905917502524
"100",6.75843626260236
"101",5.82519376499004
"102",-10.9416157706785
"103",-0.716279280383926
"104",-3.6681065145877
"105",-3.58246871905927
"106",-0.716279280383926
"107",1.64522904007179
"108",-1.36548607621211
"109",-6.88814880312496
"110",3.2315328314636
"111",3.2315328314636
"112",-1.36548607621211
"113",-6.88814880312496
"114",2.5905917502524
"115",-6.88814880312496
"116",1.64522904007179
"117",-0.716279280383926
