"","x"
"1",3.08214908358982
"2",1.38032186881655
"3",2.14137750405621
"4",0.797893131152935
"5",1.18117230651852
"6",1.05245046082942
"7",2.86307789830606
"8",-12.7221113065324
"9",-12.7221113065324
"10",-6.12795128247509
"11",1.59971158340786
"12",0.818855290785706
"13",3.08214908358982
"14",-6.12795128247509
"15",-12.7221113065324
"16",0.797893131152935
"17",0.818855290785706
"18",1.38032186881655
"19",1.19527376471104
"20",1.38032186881655
"21",0.818855290785706
"22",1.19527376471104
"23",2.96266522328904
"24",2.86307789830606
"25",1.19527376471104
"26",1.38032186881655
"27",2.96266522328904
"28",0.818855290785706
"29",1.38032186881655
"30",0.818855290785706
"31",2.96266522328904
"32",1.18117230651852
"33",-2.44759420130615
"34",-2.44759420130615
"35",2.86307789830606
"36",1.19527376471104
"37",2.86307789830606
"38",2.86307789830606
"39",2.86307789830606
"40",1.38032186881655
"41",1.18117230651852
"42",1.18117230651852
"43",1.38032186881655
"44",2.86307789830606
"45",-0.83096204361832
"46",2.96266522328904
"47",-2.44759420130615
"48",0.797893131152935
"49",1.38032186881655
"50",2.14137750405621
"51",1.19527376471104
"52",1.38032186881655
"53",2.96266522328904
"54",0.818855290785706
"55",-12.7221113065324
"56",-1.73476071933243
"57",0.818855290785706
"58",3.12922459518822
"59",0.818855290785706
"60",2.86307789830606
"61",1.38032186881655
"62",1.38032186881655
"63",1.52444746806394
"64",-6.12795128247509
"65",0.942671756631993
"66",-0.83096204361832
"67",0.818855290785706
"68",1.19527376471104
"69",1.38032186881655
"70",0.818855290785706
"71",-12.7221113065324
"72",1.38032186881655
"73",1.05245046082942
"74",0.797893131152935
"75",-12.7221113065324
"76",1.19527376471104
"77",3.12922459518822
"78",-1.73476071933243
"79",1.18117230651852
"80",1.19527376471104
"81",3.08214908358982
"82",2.96266522328904
"83",0.818855290785706
"84",-2.44759420130615
"85",2.96266522328904
"86",-12.7221113065324
"87",1.38032186881655
"88",-2.44759420130615
"89",-0.83096204361832
"90",2.86307789830606
"91",3.12922459518822
"92",2.96266522328904
"93",-12.7221113065324
"94",-0.807912382082969
"95",-1.73476071933243
"96",1.19527376471104
"97",2.14137750405621
"98",2.14137750405621
"99",-0.807912382082969
"100",-0.83096204361832
"101",1.05245046082942
"102",-12.7221113065324
"103",1.19527376471104
"104",0.797893131152935
"105",-2.44759420130615
"106",1.19527376471104
"107",2.96266522328904
"108",2.86307789830606
"109",1.38032186881655
"110",0.818855290785706
"111",0.818855290785706
"112",2.86307789830606
"113",1.38032186881655
"114",-0.807912382082969
"115",1.38032186881655
"116",2.96266522328904
"117",1.19527376471104
"118",-0.807912382082969
"119",-12.7221113065324
"120",2.96266522328904
"121",0.818855290785706
"122",2.86307789830606
"123",3.12922459518822
"124",1.38032186881655
"125",0.942671756631993
"126",3.12922459518822
"127",-12.7221113065324
"128",1.19527376471104
"129",0.797893131152935
"130",2.96266522328904
"131",1.19527376471104
"132",1.19527376471104
"133",2.14137750405621
"134",1.19527376471104
"135",1.38032186881655
"136",-12.7221113065324
"137",0.818855290785706
"138",0.797893131152935
"139",1.19527376471104
"140",1.19527376471104
"141",2.86307789830606
"142",2.86307789830606
"143",1.05245046082942
"144",2.14137750405621
"145",1.52444746806394
"146",0.797893131152935
"147",0.818855290785706
"148",1.38032186881655
"149",2.96266522328904
"150",2.96266522328904
"151",1.38032186881655
"152",-12.7221113065324
"153",2.96266522328904
"154",-12.7221113065324
"155",-2.44759420130615
"156",1.19527376471104
"157",1.59971158340786
"158",0.818855290785706
"159",-6.12795128247509
"160",2.86307789830606
"161",2.86307789830606
"162",3.12922459518822
"163",1.38032186881655
"164",-0.83096204361832
"165",1.19527376471104
"166",1.18117230651852
"167",2.86307789830606
"168",1.59971158340786
"169",1.38032186881655
"170",3.12922459518822
"171",-12.7221113065324
"172",0.797893131152935
"173",-12.7221113065324
"174",0.818855290785706
"175",0.797893131152935
"176",1.38032186881655
"177",0.797893131152935
"178",1.18117230651852
"179",1.19527376471104
"180",1.52444746806394
"181",1.38032186881655
"182",1.52444746806394
"183",1.19527376471104
"184",2.86307789830606
"185",-0.807912382082969
"186",1.38032186881655
"187",1.05245046082942
"188",3.12922459518822
"189",2.14137750405621
"190",0.818855290785706
"191",1.59971158340786
"192",2.96266522328904
"193",1.38032186881655
"194",1.19527376471104
"195",-6.12795128247509
"196",2.86307789830606
"197",-1.73476071933243
"198",1.38032186881655
"199",1.19527376471104
"200",2.86307789830606
"201",1.38032186881655
"202",1.19527376471104
"203",-1.73476071933243
"204",2.86307789830606
"205",2.14137750405621
"206",3.12922459518822
"207",2.96266522328904
"208",-0.83096204361832
"209",-12.7221113065324
"210",-12.7221113065324
"211",-1.73476071933243
"212",2.86307789830606
"213",0.818855290785706
"214",1.18117230651852
"215",1.38032186881655
"216",-6.12795128247509
"217",1.38032186881655
"218",0.818855290785706
"219",1.19527376471104
"220",2.96266522328904
"221",1.38032186881655
"222",1.38032186881655
"223",1.52444746806394
"224",1.18117230651852
"225",-2.44759420130615
"226",3.12922459518822
"227",-2.44759420130615
"228",-12.7221113065324
"229",1.05245046082942
"230",2.96266522328904
"231",2.86307789830606
"232",-12.7221113065324
"233",-12.7221113065324
"234",1.38032186881655
"235",-1.73476071933243
"236",2.96266522328904
"237",0.818855290785706
"238",1.18117230651852
"239",1.19527376471104
"240",1.05245046082942
"241",2.96266522328904
"242",-2.44759420130615
"243",3.12922459518822
"244",3.12922459518822
"245",-6.12795128247509
"246",-1.73476071933243
"247",2.14137750405621
"248",-6.12795128247509
